"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL192500";"";"None";"484.54";"1";"6.27";"32 (racemic)";"CCCc1cc(SC(F)(F)F)ccc1OCCCOc1ccc2c(c1)CC(CC)(C(=O)O)O2";"IC50";"'='";"3110.0";"nM";"5.51";"";"";"UO_0000065";"11.37";"0.23";"-0.76";"8.47";"0";"CHEMBL830065";"In vitro binding affinity for PPAR-gamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144356";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"3.11"
"CHEMBL3695762";"";"None";"502.61";"2";"6.94";"BDBM147195";"Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N(C)Cc3ccccc3)cc12";"IC50";"'='";"206.0";"nM";"6.69";"";"284525";"UO_0000065";"13.30";"0.24";"-0.25";"10.69";"0";"CHEMBL3706273";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638687";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"206.0"
"CHEMBL3695883";"";"None";"476.60";"1";"7.60";"BDBM147328";"Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)c3ccccc3F)cc12";"IC50";"'='";"7.0";"nM";"8.15";"";"284652";"UO_0000065";"17.11";"0.31";"0.55";"23.96";"0";"CHEMBL3706273";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638687";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"7.0"
"CHEMBL327767";"";"None";"533.69";"2";"7.50";"17";"CCCc1cc(Oc2ccc(CC(C)C)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1";"IC50";"'='";"291.0";"nM";"6.54";"";"";"UO_0000065";"12.25";"0.23";"-0.96";"8.85";"0";"CHEMBL759452";"In vitro binding affinity against human peroxisome proliferator activated receptor gamma";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136170";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"0.291"
"CHEMBL3699388";"";"None";"568.73";"2";"7.77";"BDBM147405";"Cc1c(C)n(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12";"IC50";"'='";"22.0";"nM";"7.66";"";"284729";"UO_0000065";"13.46";"0.24";"-0.11";"8.65";"0";"CHEMBL3706273";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638687";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"22.0"
"CHEMBL4209440";"";"None";"367.40";"0";"3.95";"7b";"COC(=O)Cc1ccc(OCc2oc(-c3cccc(OC)c3)nc2C)cc1";"IC50";"'='";"6700.0";"nM";"5.17";"";"";"UO_0000065";"14.08";"0.26";"1.22";"7.31";"0";"CHEMBL4184931";"Antagonist activity at CMV-fused PPARgamma-LBD-GAL4-DBD (unknown origin) expressed in HEK293T cells assessed as inhibition of rosiglitazone-induced receptor transactivation after 16 hrs by bright-Glo luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184110";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";"";"6.7"
"CHEMBL496136";"";"None";"514.94";"1";"3.74";"13";"O=C(Nc1ccc(Cl)cc1C(=O)O)c1cccc(S(=O)(=O)N2CCc3c(cccc3C(=O)O)C2)c1";"IC50";"'='";"7943.28";"nM";"5.10";"";"";"UO_0000065";"9.90";"0.20";"1.36";"3.61";"0";"CHEMBL1001153";"Displacement of radiolabeled ligand from human PPARgamma by competition-binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141686";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"5.1"
"CHEMBL523594";"";"None";"464.50";"0";"4.15";"31";"COc1cccc2ccn(S(=O)(=O)c3cccc(C(=O)Nc4ccc(C)cc4C(=O)O)c3)c12";"IC50";"'='";"5011.87";"nM";"5.30";"";"";"UO_0000065";"11.41";"0.22";"1.15";"4.62";"0";"CHEMBL1001153";"Displacement of radiolabeled ligand from human PPARgamma by competition-binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141686";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"5.3"
"CHEMBL3695840";"";"None";"502.61";"2";"6.91";"BDBM147284";"Cc1ccc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1";"IC50";"'='";"4.0";"nM";"8.40";"";"284607";"UO_0000065";"16.71";"0.30";"1.49";"11.77";"1";"CHEMBL3706273";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638687";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"4.0"
"CHEMBL509369";"";"None";"454.89";"1";"5.83";"12b";"Cc1c(Oc2ccc(Cl)cc2)c2cccnc2n1Cc1cc(O[C@@H](C)C(=O)O)ccc1F";"IC50";"'='";"54.0";"nM";"7.27";"";"";"UO_0000065";"15.98";"0.31";"1.44";"9.88";"0";"CHEMBL980782";"Displacement of [3H]2AD-5075 from GST-tagged human PPARgamma receptor expressed in Escherichia coli BL21";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139415";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"54.0"
"CHEMBL1760415";"";"None";"530.09";"2";"6.78";"33";"CCCCN(c1ccc(C)c(-c2ccc(Cl)cc2)c1)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C";"IC50";"'='";"3162.28";"nM";"5.50";"";"";"UO_0000065";"10.38";"0.21";"-1.28";"6.55";"0";"CHEMBL1764899";"Displacement of [3H]GW 2433 from human PPARgamma by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759972";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"5.5"
"CHEMBL1760421";"";"None";"530.09";"2";"6.78";"39";"CCCCN(c1cccc(-c2cccc(Cl)c2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C";"IC50";"'='";"3981.07";"nM";"5.40";"";"";"UO_0000065";"10.19";"0.20";"-1.38";"6.44";"0";"CHEMBL1764899";"Displacement of [3H]GW 2433 from human PPARgamma by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759972";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"5.4"
"CHEMBL134249";"";"None";"418.92";"1";"5.35";"29";"C/C(=C\Cc1c(O)c(Cl)c(C)c(C=O)c1O)CC/C=C(\C)C1=CC(=O)C(C)(C)O1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL759457";"Minimum effective concentration required to inhibit Peroxisome proliferator activated receptor gamma (PPAR gamma).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145088";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";""
"CHEMBL134174";"";"None";"479.01";"0";"4.98";"17";"Cc1c(Cl)c2c(c(O)c1C=O)CC(CC(C)(O)/C=C/[C@@]1(C)[C@H](C)CCC3(OCCO3)[C@@H]1C)O2";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL759457";"Minimum effective concentration required to inhibit Peroxisome proliferator activated receptor gamma (PPAR gamma).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145088";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";""
"CHEMBL97529";"";"None";"545.70";"2";"7.96";"18";"CCCc1cc(Oc2ccc(C3CCCC3)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1";"IC50";"'='";"330.0";"nM";"6.48";"";"";"UO_0000065";"11.88";"0.23";"-1.48";"8.78";"0";"CHEMBL759452";"In vitro binding affinity against human peroxisome proliferator activated receptor gamma";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136170";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"0.33"
"CHEMBL81208";"";"None";"443.50";"1";"5.35";"11";"Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(Oc2ccccc2)C(=O)O)cc1";"IC50";"'='";"128.0";"nM";"6.89";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL760384";"Displacement of PPARgamma agonist from human PPAR gamma receptor";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148303";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"128.0"
"CHEMBL104850";"";"None";"416.48";"0";"4.94";"7";"Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1";"IC50";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"18.10";"0.33";"2.60";"9.73";"0";"CHEMBL980390";"Displacement of [3H]darglitazone from human PPARgamma by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157199";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"0.029"
"CHEMBL4862243";"";"None";"540.62";"1";"4.83";"13; NCS658262";"CC(=O)c1cc(C(C)=O)c(CC(=O)C(=O)Nc2cccc(C)c2C)cc1CC(=O)C(=O)Nc1cccc(C)c1C";"IC50";"'='";"2600.0";"nM";"5.58";"";"";"UO_0000065";"10.33";"0.19";"0.76";"4.42";"0";"CHEMBL4825254";"Antagonist activity at PPARgamma (unknown origin) expressed in human LNCaP cells assessed as suppression of pioglitazone-induced PPAR response element driven firefly luciferase activity measured after 24 hrs by dual luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"LNCaP";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4823312";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 24.0 hr";"ANTAGONIST";"";"2.6"
"CHEMBL4864404";"";"None";"534.71";"1";"3.42";"25; NCS 273905";"O=S(=O)(NCCSSCCNS(=O)(=O)c1cccc2cccnc12)c1cccc2cccnc12";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"10.89";"0.23";"2.40";"4.93";"0";"CHEMBL4825254";"Antagonist activity at PPARgamma (unknown origin) expressed in human LNCaP cells assessed as suppression of pioglitazone-induced PPAR response element driven firefly luciferase activity measured after 24 hrs by dual luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"LNCaP";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4823312";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 24.0 hr";"ANTAGONIST";"";"1.5"
"CHEMBL426451";"";"None";"402.92";"1";"6.21";"37";"CCCc1cc(C(=O)CC)cc(Cl)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1";"IC50";"'='";"220.0";"nM";"6.66";"";"";"UO_0000065";"16.52";"0.32";"0.45";"10.47";"0";"CHEMBL830984";"In vitro binding affinity for human PPAR gamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140307";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"0.22"
"CHEMBL188751";"";"None";"424.58";"1";"6.59";"39";"CCCc1cc(C(=O)CC)cc(CCC)c1O[C@H](C(=O)O)c1ccc(CC(C)C)cc1";"IC50";"'='";"220.0";"nM";"6.66";"";"";"UO_0000065";"15.68";"0.29";"0.07";"10.47";"0";"CHEMBL830984";"In vitro binding affinity for human PPAR gamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140307";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"0.22"
"CHEMBL94397";"";"None";"493.58";"1";"6.01";"23";"CCCc1cc(Oc2ccc(O)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"15.24";"0.29";"1.51";"8.00";"0";"CHEMBL759452";"In vitro binding affinity against human peroxisome proliferator activated receptor gamma";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136170";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"0.03"
"CHEMBL602469";"";"None";"488.59";"1";"6.60";"7c";"Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccccc3)cc12";"IC50";"'='";"41.0";"nM";"7.39";"";"";"UO_0000065";"15.12";"0.27";"0.79";"10.36";"0";"CHEMBL1068981";"Displacement of radiolabeled ((5-{4-[Methyl-pyridin-2yl-amino)-ethoxy]-benzyl}-thiazolidine-2,4-dione) from human PPARgamma ligand binding domain expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156860";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"0.041"
"CHEMBL372913";"";"None";"493.48";"1";"6.15";"14";"C#CCOc1cccc(Cc2c(C)n(C(=O)c3ccc(OC)cc3)c3ccc(OC(F)(F)F)cc23)c1";"IC50";"'='";"62.0";"nM";"7.21";"";"";"UO_0000065";"14.61";"0.27";"1.06";"14.51";"0";"CHEMBL830853";"Inhibition of human peroxisome proliferator activated receptor gamma binding";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145238";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"62.0"
"CHEMBL557580";"MURAGLITAZAR CHLORIDE";"None";"553.01";"2";"5.37";"muraglitazar";"COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1.Cl";"IC50";"'='";"1410.0";"nM";"5.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL921520";"Agonist activity at PPAR gamma in human HEK cells by transactivation assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147043";"1";"Scientific Literature";"Drug Metab Dispos";"2007";"CHEMBL3307715";"";"";"";"1.41"
"CHEMBL3695778";"";"None";"532.64";"2";"7.17";"BDBM147212";"COc1cccc([C@H](C)NC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)c1";"IC50";"'='";"13.0";"nM";"7.89";"";"284541";"UO_0000065";"14.81";"0.27";"0.72";"9.79";"0";"CHEMBL3706273";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638687";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"13.0"
"CHEMBL3695782";"";"None";"516.64";"2";"7.34";"BDBM147216";"Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NC(C)(C)c3ccccc3)cc12";"IC50";"'='";"0.5";"nM";"9.30";"";"284545";"UO_0000065";"18.00";"0.33";"1.96";"13.04";"0";"CHEMBL3706273";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638687";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"0.5"
"CHEMBL3695785";"";"None";"581.51";"2";"7.93";"BDBM147219";"Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(Br)c3)cc12";"IC50";"'='";"58.0";"nM";"7.24";"";"284548";"UO_0000065";"12.44";"0.25";"-0.69";"10.15";"0";"CHEMBL3706273";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638687";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"58.0"
"CHEMBL3695826";"";"None";"452.55";"1";"5.95";"BDBM147269";"Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NC3CCC3)cc12";"IC50";"'='";"32.0";"nM";"7.50";"";"284591";"UO_0000065";"16.56";"0.30";"1.54";"10.51";"1";"CHEMBL3706273";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638687";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"32.0"
